"키","분류","명칭","주소","행정 시","행정 구","행정 동","전화번호","홈페이지주소","HTML사용여부","X 좌표","Y 좌표"
"BE_IW10-0443","문화재유산|문화재구분|종묘","종묘","서울특별시 종로구 훈정동 1-2 종묘","서울특별시","종로구","종로1.2.3.4가동","","jm.cha.go.kr/","Y ","126.9940942000","37.5746664000"
"BE_IW10-0444","문화재유산|문화재구분|종묘","종묘 어정","서울특별시 종로구 훈정동 66-5 종묘","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9862921000","37.5745150000"
"BE_IW10-0445","문화재유산|문화재구분|종묘","종묘정전","서울특별시 종로구 훈정동 1-2 종묘","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9940942000","37.5746664000"
"BE_IW10-0446","문화재유산|문화재구분|종묘","종묘영녕전","서울특별시 종로구 훈정동 2-1 종묘","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9951424000","37.5699360000"
"BE_IW10-0447","문화재유산|문화재구분|사직","사직단","사직동 1-28","서울특별시","종로구","사직동","","","Y ","126.9672703000","37.5759436000"
"BE_IW10-0663","문화재유산|문화재구분|조형물","송시렬(宋時烈)선생 집터","서울특별시 종로구 혜화동 일반1-8번지","서울특별시","종로구","혜화동","","","Y ","127.0005764000","37.5869186000"
"BE_IW10-0664","문화재유산|문화재구분|조형물","세창서관터(世昌書館址)","서울특별시 종로구 종로3가 18번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9915496000","37.5706809000"
"BE_IW10-0665","문화재유산|문화재구분|조형물","세종대왕나신곳","서울특별시 종로구 통인동 일반 119번지","서울특별시","종로구","청운효자동","","","Y ","126.9701873000","37.5801426000"
"BE_IW10-0666","문화재유산|문화재구분|조형물","세검정차일암(洗劍亭遮日巖)","서울특별시 종로구 신영동 172-4번지","서울특별시","종로구","부암동","","","Y ","126.9605171000","37.6009603000"
"BE_IW10-0667","문화재유산|문화재구분|조형물","성삼문선생살던곳","서울특별시 종로구 화동 23번지","서울특별시","종로구","삼청동","","","Y ","126.9821397000","37.5816563000"
"BE_IW10-0668","문화재유산|문화재구분|조형물","선공감(繕工監) 터","서울특별시 종로구 신문로1가 일반 186","서울특별시","종로구","사직동","","","Y ","126.9761849000","37.5704858000"
"BE_IW10-0669","문화재유산|문화재구분|조형물","석양루터(夕陽樓址)","서울특별시 종로구 이화동 149-1번지","서울특별시","종로구","이화동","","","Y ","127.0042691000","37.5769839000"
"BE_IW10-0787","문화재유산|문화재구분|민속자료","긴잡가 - 풍등가(豊登歌)","","","","","","","Y ","",""
"BE_IW10-0788","문화재유산|문화재구분|민속자료","칠장(漆匠)","","","","","","","Y ","",""
"BE_IW10-0783","문화재유산|문화재구분|민속자료"," 휘몰이잡가","","","","","","","Y ","",""
"BE_IW10-0784","문화재유산|문화재구분|민속자료","긴잡가 - 십장가(十杖歌)","","","","","","","Y ","",""
"BE_IW10-0785","문화재유산|문화재구분|민속자료","궁중다례의식(宮中茶禮儀式)","","","","","","","Y ","",""
"BE_IW10-0786","문화재유산|문화재구분|민속자료","경복궁타령","","","","","","","Y ","",""
"BE_IW10-0549","문화재유산|문화재구분|종교문화재","금강반야바라밀경(金剛般若波羅蜜經)","서울특별시 종로구 새문안길 50 (서울역사박물관)","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9796420000","37.5730330000"
"BE_IW10-0550","문화재유산|문화재구분|종교문화재","안양암 석감마애관음보살상","서울특별시 종로구 창신동 130-3 안양암내","서울특별시","종로구","창신1동","","","Y ","127.0137690000","37.5755637000"
"BE_IW10-0553","문화재유산|문화재구분|종교문화재","삼십분공덕소경","서울특별시 종로구 창신동 130-3","서울특별시","종로구","창신1동","","","Y ","127.0137690000","37.5755637000"
"BE_IW10-0670","문화재유산|문화재구분|조형물","서울중심점(中心点) 표지돌","서울특별시 종로구 인사동 일반 194-4","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9860000000","37.5717000000"
"BE_IW10-0671","문화재유산|문화재구분|조형물","서울대학교 터","서울특별시 종로구 동숭동 1-124번지","서울특별시","종로구","이화동","","","Y ","127.0027070000","37.5804832000"
"BE_IW10-0672","문화재유산|문화재구분|조형물","서북학회터(西北學會址)","서울특별시 종로구 경운동 47-17","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9870345000","37.5739678000"
"BE_IW10-0673","문화재유산|문화재구분|조형물","상춘원(常春園) 터","서울특별시 종로구 창신동 195-3번지","서울특별시","종로구","창신1동","","","Y ","127.0124949000","37.5733026000"
"BE_IW10-0674","문화재유산|문화재구분|조형물","사헌부(司憲府) 터","서울특별시 종로구 세종로 80-1번지","서울특별시","종로구","사직동","","","Y ","126.9759138000","37.5733807000"
"BE_IW10-0675","문화재유산|문화재구분|조형물","사포서터(司圃署址)","서울특별시 종로구 수송동 104번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9798861000","37.5741370000"
"BE_IW10-0676","문화재유산|문화재구분|조형물","사직서터(社稷署址)","서울특별시 종로구 사간동 1-28번지","서울특별시","종로구","삼청동","","","Y ","",""
"BE_IW10-0691","문화재유산|문화재구분|조형물","박인환선생생집터(朴寅煥先生家址)","서울특별시 종로구 세종로동 116번지","서울특별시","종로구","평창동","","","Y ","126.9796420000","37.5730330000"
"BE_IW10-0751","문화재유산|문화재구분|조형물","치마바위","서울특별시 종로구 무악동","서울특별시","종로구","무악동","","","Y ","126.9580981000","37.5760084000"
"BE_IW10-0789","문화재유산|문화재구분|민속자료","투호(投壺 ) 놀이","","","","","","","Y ","",""
"BE_IW10-0790","문화재유산|문화재구분|민속자료","종경도(從卿圖) 놀이","","","","","","","Y ","",""
"BE_IW10-0791","문화재유산|문화재구분|민속자료","탑골 공원 탑이 깨진 이유","","","","","","","Y ","",""
"BE_IW10-0792","문화재유산|문화재구분|민속자료","탑골공원 탑 설계와 조각","","","","","","","Y ","",""
"BE_IW10-0793","문화재유산|문화재구분|민속자료","창신동의 깃대봉과 단종비의 기도","","","","","","","Y ","",""
"BE_IW10-0554","문화재유산|문화재구분|종교문화재","조계사대웅전후불탱화_조계사 석가불도(曺溪寺 釋迦佛圖)","서울특별시 종로구 견지동 45","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9823368000","37.5739012000"
"BE_IW10-0555","문화재유산|문화재구분|조형물","천상열차분야지도각석","서울특별시 종로구  세종로 1-57 국립고궁박물관","서울특별시","종로구","청운효자동","","","Y ","126.9767338000","37.5764273000"
"BE_IW10-0556","문화재유산|문화재구분|조형물","금잡인","서울특별시 종로구 숭인동 238-1번지","서울특별시","종로구","숭인2동","","","Y ","127.0183336000","37.5729800000"
"BE_IW10-0557","문화재유산|문화재구분|조형물","촛대바위","서울특별시 종로구 무악동","서울특별시","종로구","무악동","","","Y ","126.9580981000","37.5760084000"
"BE_IW10-0558","문화재유산|문화재구분|조형물","말바위","서울특별시 종로구 무악동","서울특별시","종로구","무악동","","","Y ","126.9580981000","37.5760084000"
"BE_IW10-0559","문화재유산|문화재구분|조형물","모자바위","서울특별시 종로구 무악동","서울특별시","종로구","무악동","","","Y ","126.9580981000","37.5760084000"
"BE_IW10-0560","문화재유산|문화재구분|조형물","기차바위","서울특별시 종로구 무악동","서울특별시","종로구","무악동","","","Y ","126.9580981000","37.5760084000"
"BE_IW10-0561","문화재유산|문화재구분|조형물","사모바위","서울특별시 종로구 무악동","서울특별시","종로구","무악동","","","Y ","126.9580981000","37.5760084000"
"BE_IW10-0562","문화재유산|문화재구분|조형물","광통교","서울 종로구 서린동 (광통교)","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9803876000","37.5695042000"
"BE_IW10-0564","문화재유산|문화재구분|조형물","관우석고상","","","","","","","Y ","",""
"BE_IW10-0677","문화재유산|문화재구분|조형물","사온서터(司？署址)","서울특별시 종로구 적선동 175번지","서울특별시","종로구","사직동","","","Y ","126.9743068000","37.5746556000"
"BE_IW10-0678","문화재유산|문화재구분|조형물","사역원(司驛院) 터","서울특별시 종로구 도렴동 88번지","서울특별시","종로구","사직동","","","Y ","126.9700720000","37.5748910000"
"BE_IW10-0679","문화재유산|문화재구분|조형물","사섬시터(司贍寺址)","서울특별시 종로구 명륜3가 147-1","서울특별시","종로구","혜화동","","","Y ","126.9977942000","37.5834472000"
"BE_IW10-0680","문화재유산|문화재구분|조형물","사복(司僕)시 터","서울특별시 종로구 수송동 146번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9790119000","37.5739157000"
"BE_IW10-0681","문화재유산|문화재구분|조형물","소격서터(昭格署址)","서울특별시 종로구 소격동 1-1번지","서울특별시","종로구","삼청동","","","Y ","126.9811382000","37.5814132000"
"BE_IW10-0682","문화재유산|문화재구분|조형물","사간원(司諫院) 터","서울특별시 종로구 사간동 65번지","서울특별시","종로구","삼청동","","","Y ","126.9798313000","37.5780538000"
"BE_IW10-0683","문화재유산|문화재구분|조형물","비변사(備邊司) 터","서울특별시 종로구 와룡동 일반 5-14번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9930000000","37.5820000000"
"BE_IW10-0684","문화재유산|문화재구분|조형물","북평관(北平館) 터","서울특별시 종로구 종로6가 70-3번지","서울특별시","종로구","종로5.6가동","","","Y ","127.0081764000","37.5719426000"
"BE_IW10-0685","문화재유산|문화재구분|조형물","부침바위터(付岩址)","서울특별시 종로구 부암동 141-1번지","서울특별시","종로구","부암동","","","Y ","126.9634598000","37.5973772000"
"BE_IW10-0794","문화재유산|문화재구분|민속자료","효자동과 무악재의 호랑이","","","","","","","Y ","",""
"BE_IW10-0795","문화재유산|문화재구분|민속자료","옥인동 자수궁의 굴씨 부인","","","","","","","Y ","",""
"BE_IW10-0802","문화재유산|문화재구분|민속자료","좁쌀알을 세는 오성의 지혜","","","","","","","Y ","",""
"BE_IW10-0803","문화재유산|문화재구분|민속자료","이성계와 손돌맹이 추위","","","","","","","Y ","",""
"BE_IW10-0563","문화재유산|문화재구분|조형물","염상섭 선생 동상","종묘시민광장","","","","","","Y ","",""
"BE_IW10-0565","문화재유산|문화재구분|조형물","단군석고상","","","","","","","Y ","",""
"BE_IW10-0566","문화재유산|문화재구분|조형물","서울 관상감 관천대","서울 종로구 원서동 206","서울특별시","종로구","가회동","","","Y ","126.9880143000","37.5780886000"
"BE_IW10-0567","문화재유산|문화재구분|조형물","황성신문(皇城新聞) 터","서울특별시 종로구 종로1가 20-3번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9797265000","37.5703153000"
"BE_IW10-0568","문화재유산|문화재구분|조형물","화기도감(火器都監) 터","서울특별시 종로구 화동 2번지","서울특별시","종로구","삼청동","","","Y ","126.9831241000","37.5807844000"
"BE_IW10-0569","문화재유산|문화재구분|조형물","한성재판소(漢城裁判所) 터","서울특별시 종로구 서린동 일반 154-1번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9803876000","37.5695042000"
"BE_IW10-0686","문화재유산|문화재구분|조형물","봉상사터(奉常司址)","서울특별시 종로구 당주동 128-27번지","서울특별시","종로구","사직동","","","Y ","126.9723176000","37.5717624000"
"BE_IW10-0687","문화재유산|문화재구분|조형물","병조(兵曹) 터","서울특별시 종로구 세종로 일반 60-1","서울특별시","종로구","청운효자동","","","Y ","126.9767571000","37.5802853000"
"BE_IW10-0688","문화재유산|문화재구분|조형물","복정터(福井址)","서울특별시 종로구 화동 35번지","서울특별시","종로구","삼청동","","","Y ","126.9820324000","37.5821290000"
"BE_IW10-0689","문화재유산|문화재구분|조형물","별기군훈련소터(別技軍訓練所址)","서울특별시 종로구 평창동 273-3번지","서울특별시","종로구","평창동","","","Y ","126.9659050000","37.6050461000"
"BE_IW10-0690","문화재유산|문화재구분|조형물","서십자각터(西十字閣址)","서울특별시 종로구 세종로동 1-57번지","서울특별시","종로구","이화동","","","Y ","126.9796420000","37.5730330000"
"BE_IW10-0692","문화재유산|문화재구분|조형물","박규수(朴珪壽)선생 집터","서울특별시 종로구 재동 일반 83번지","서울특별시","종로구","가회동","","","Y ","126.9851250000","37.5781000000"
"BE_IW10-0693","문화재유산|문화재구분|조형물","민영환(閔泳煥) 집터","서울특별시 종로구 견지동 38-2번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9827322000","37.5741253000"
"BE_IW10-0796","문화재유산|문화재구분|민속자료","숭인동 동묘와 오후묘","","","","","","","Y ","",""
"BE_IW10-0797","문화재유산|문화재구분|민속자료","남대문이 숭례문이 된 유래","","","","","","","Y ","",""
"BE_IW10-0804","문화재유산|문화재구분|민속자료","이성계와 명천자 주원장","","","","","","","Y ","",""
"BE_IW10-0805","문화재유산|문화재구분|민속자료","병조판서가 된 머슴","","","","","","","Y ","",""
"BE_IW10-0570","문화재유산|문화재구분|조형물","한성임시정부(漢城臨時政府) 터","서울특별시 종로구 내수동 71번지","서울특별시","종로구","사직동","","","Y ","126.9713114000","37.5739782000"
"BE_IW10-0571","문화재유산|문화재구분|조형물","흥화문(興化門) 터","서울특별시 종로구 신문로1가 58-1번지","서울특별시","종로구","사직동","","","Y ","126.9722660000","37.5704148000"
"BE_IW10-0572","문화재유산|문화재구분|조형물","흥덕사(興德寺) 터","서울특별시 종로구 명륜1가 일반 2-32번지","서울특별시","종로구","혜화동","","","Y ","126.9975000000","37.5891000000"
"BE_IW10-0573","문화재유산|문화재구분|조형물","훈련도감(訓練都監) 터","서울특별시 종로구 신문로1가 58-1번지","서울특별시","종로구","사직동","","","Y ","126.9722660000","37.5704148000"
"BE_IW10-0574","문화재유산|문화재구분|조형물","충훈부터(忠勳府址)","서울특별시 종로구 관훈동 130-3번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9834954000","37.5754369000"
"BE_IW10-0575","문화재유산|문화재구분|조형물","최시형순교(崔時亨殉敎) 터","서울특별시 종로구 묘동 59-7번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9922221000","37.5710835000"
"BE_IW10-0576","문화재유산|문화재구분|조형물","홍화문(弘化門) 터","서울특별시 종로구 혜화동 28-13","서울특별시","종로구","혜화동","","","Y ","127.0037831000","37.5878339000"
"BE_IW10-0577","문화재유산|문화재구분|조형물","호조(戶曹) 터","서울특별시 종로구 세종로 119번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9780181000","37.5710617000"
"BE_IW10-0694","문화재유산|문화재구분|조형물","맹사성(孟思誠) 집터","서울특별시 종로구  삼청동 35-119","서울특별시","종로구","삼청동","","","Y ","126.9833213000","37.5838981000"
"BE_IW10-0695","문화재유산|문화재구분|조형물","등과정터(登科亭址)","서울특별시 종로구 사직동 산 1-1번지","서울특별시","종로구","사직동","","","Y ","126.9685375000","37.5764899000"
"BE_IW10-0696","문화재유산|문화재구분|조형물","동학당(東學堂) 터","서울특별시 종로구 종로6가 121번지","서울특별시","종로구","종로5.6가동","","","Y ","127.0074286000","37.5713338000"
"BE_IW10-0697","문화재유산|문화재구분|조형물","동망봉(東望峰)","서울특별시 종로구 숭인1동 57-20","서울특별시","종로구","숭인1동","","","Y ","127.0173078000","37.5775502000"
"BE_IW10-0698","문화재유산|문화재구분|조형물","동아일보창간사옥터(東亞日報創刊社屋址)","서울특별시 종로구 화동 138-7번지","서울특별시","종로구","삼청동","","","Y ","126.9825512000","37.5793438000"
"BE_IW10-0699","문화재유산|문화재구분|조형물","사도시터(司導寺址)","서울특별시 종로구 원서동 98-7번지","서울특별시","종로구","가회동","","","Y ","",""
"BE_IW10-0700","문화재유산|문화재구분|조형물","돈녕부터(敦寧府址)","서울특별시 종로구 낙원동 58-1번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9884967000","37.5740499000"
"BE_IW10-0701","문화재유산|문화재구분|조형물","독립선언문배부터","서울특별시 종로구 경운동 일반88번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9859500000","37.5750670000"
"BE_IW10-0702","문화재유산|문화재구분|조형물","도정궁터(都正宮址)","서울특별시 종로구 사직동 261번지","서울특별시","종로구","사직동","","","Y ","126.9662961000","37.5744029000"
"BE_IW10-0703","문화재유산|문화재구분|조형물","도염서터(都染署址)","서울특별시 종로구 세종로동 79-10번지","서울특별시","종로구","가회동","","","Y ","126.9796420000","37.5730330000"
"BE_IW10-0798","문화재유산|문화재구분|민속자료","동대문이 흥인지문이 된 유래","","","","","","","Y ","",""
"BE_IW10-0799","문화재유산|문화재구분|민속자료","한양성터를 잡은 유래","","","","","","","Y ","",""
"BE_IW10-0800","문화재유산|문화재구분|민속자료","창의문의 목계","","","","","","","Y ","",""
"BE_IW10-0806","문화재유산|문화재구분|민속자료","강홍립과 김응서와 이육길과 말무덤","","","","","","","Y ","",""
"BE_IW10-0807","문화재유산|문화재구분|민속자료","어사 박문수가 누명을 벗기다","","","","","","","Y ","",""
"BE_IW10-0578","문화재유산|문화재구분|조형물","혜정교(惠政橋) 터","서울특별시 종로구 세종로동 일반 2-13번지","서울특별시","종로구","청운효자동","","","Y ","126.9796420000","37.5730330000"
"BE_IW10-0579","문화재유산|문화재구분|조형물","형조(刑曹) 터","서울특별시 종로구 세종로 61-3번지","서울특별시","종로구","청운효자동","","","Y ","126.9702003000","37.5839605000"
"BE_IW10-0580","문화재유산|문화재구분|조형물","현진건집터(玄鎭健家址)","서울특별시 종로구 부암동 325-2번지","서울특별시","종로구","부암동","","","Y ","126.9630068000","37.5914055000"
"BE_IW10-0581","문화재유산|문화재구분|조형물","한양의원터(漢陽醫院址)","서울특별시 종로구 낙원동 146번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9892967000","37.5717158000"
"BE_IW10-0582","문화재유산|문화재구분|조형물","한성전보총국(漢城電報總局) 터","서울특별시 종로구 세종로 일반 80-1","서울특별시","종로구","사직동","","","Y ","126.9767571000","37.5802853000"
